"ID";"Woonplaatsen";"Woonplaatscode_1";"Naam_2";"Code_3";"Naam_4";"Code_5";"Naam_6";"Code_7"
"1268";"WP2027";"WP2027    ";"Leeuwarden                         ";"GM0080    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"1269";"WP3016";"WP3016    ";"Midden-Drenthe                     ";"GM1731    ";"Drenthe                  ";"PV22      ";"Noord-Nederland          ";"LD01      "
"1270";"WP3471";"WP3471    ";"Oss                                ";"GM0828    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"1271";"WP1694";"WP1694    ";"Eijsden-Margraten                  ";"GM1903    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"1272";"WP2043";"WP2043    ";"Echt-Susteren                      ";"GM1711    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"1273";"WP1448";"WP1448    ";"Laarbeek                           ";"GM1659    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"1274";"WP1292";"WP1292    ";"Tubbergen                          ";"GM0183    ";"Overijssel               ";"PV23      ";"Oost-Nederland           ";"LD02      "
"1275";"WP1558";"WP1558    ";"Hardenberg                         ";"GM0160    ";"Overijssel               ";"PV23      ";"Oost-Nederland           ";"LD02      "
"1276";"WP1493";"WP1493    ";"Raalte                             ";"GM0177    ";"Overijssel               ";"PV23      ";"Oost-Nederland           ";"LD02      "
"1277";"WP2230";"WP2230    ";"Oost Gelre                         ";"GM1586    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"1278";"WP2705";"WP2705    ";"Steenwijkerland                    ";"GM1708    ";"Overijssel               ";"PV23      ";"Oost-Nederland           ";"LD02      "
"1279";"WP1444";"WP1444    ";"Hof van Twente                     ";"GM1735    ";"Overijssel               ";"PV23      ";"Oost-Nederland           ";"LD02      "
"1280";"WP1943";"WP1943    ";"Waterland                          ";"GM0852    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"1281";"WP3556";"WP3556    ";"Alkmaar                            ";"GM0361    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"1282";"WP1274";"WP1274    ";"Noordoostpolder                    ";"GM0171    ";"Flevoland                ";"PV24      ";"Oost-Nederland           ";"LD02      "
"1283";"WP1383";"WP1383    ";"Olst-Wijhe                         ";"GM1773    ";"Overijssel               ";"PV23      ";"Oost-Nederland           ";"LD02      "
"1284";"WP3208";"WP3208    ";"Ferwerderadiel                     ";"GM1722    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"1285";"WP2730";"WP2730    ";"Waadhoeke                          ";"GM1949    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"1286";"WP2263";"WP2263    ";"Marum                              ";"GM0025    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"1287";"WP1170";"WP1170    ";"Aa en Hunze                        ";"GM1680    ";"Drenthe                  ";"PV22      ";"Noord-Nederland          ";"LD01      "
"1288";"WP2200";"WP2200    ";"Zwartewaterland                    ";"GM1896    ";"Overijssel               ";"PV23      ";"Oost-Nederland           ";"LD02      "
"1289";"WP2901";"WP2901    ";"Kampen                             ";"GM0166    ";"Overijssel               ";"PV23      ";"Oost-Nederland           ";"LD02      "
"1290";"WP1641";"WP1641    ";"Noordenveld                        ";"GM1699    ";"Drenthe                  ";"PV22      ";"Noord-Nederland          ";"LD01      "
"1291";"WP3380";"WP3380    ";"Buren                              ";"GM0214    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"1292";"WP1231";"WP1231    ";"Gulpen-Wittem                      ";"GM1729    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"1293";"WP3151";"WP3151    ";"Medemblik                          ";"GM0420    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"1294";"WP2277";"WP2277    ";"Midden-Groningen                   ";"GM1952    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"1295";"WP3240";"WP3240    ";"Delfzijl                           ";"GM0010    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"1296";"WP2108";"WP2108    ";"Zederik                            ";"GM0707    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"1297";"WP1858";"WP1858    ";"Horst aan de Maas                  ";"GM1507    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"1298";"WP3297";"WP3297    ";"Utrecht                            ";"GM0344    ";"Utrecht                  ";"PV26      ";"West-Nederland           ";"LD03      "
"1299";"WP1463";"WP1463    ";"Meerssen                           ";"GM0938    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"1300";"WP3488";"WP3488    ";"Groningen                          ";"GM0014    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"1301";"WP1955";"WP1955    ";"Aalburg                            ";"GM0738    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"1302";"WP1584";"WP1584    ";"Oude IJsselstreek                  ";"GM1509    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"1303";"WP3251";"WP3251    ";"Oss                                ";"GM0828    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"1304";"WP2140";"WP2140    ";"Peel en Maas                       ";"GM1894    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"1305";"WP1034";"WP1034    ";"Horst aan de Maas                  ";"GM1507    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"1306";"WP2591";"WP2591    ";"Roerdalen                          ";"GM1669    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"1307";"WP2780";"WP2780    ";"Veere                              ";"GM0717    ";"Zeeland                  ";"PV29      ";"West-Nederland           ";"LD03      "
"1308";"WP2379";"WP2379    ";"Goeree-Overflakkee                 ";"GM1924    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"1309";"WP2731";"WP2731    ";"Waadhoeke                          ";"GM1949    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"1310";"WP3421";"WP3421    ";"De Marne                           ";"GM1663    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"1311";"WP1082";"WP1082    ";"Meppel                             ";"GM0119    ";"Drenthe                  ";"PV22      ";"Noord-Nederland          ";"LD01      "
"1312";"WP2157";"WP2157    ";"Coevorden                          ";"GM0109    ";"Drenthe                  ";"PV22      ";"Noord-Nederland          ";"LD01      "
"1313";"WP2847";"WP2847    ";"Onderbanken                        ";"GM0881    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"1314";"WP2331";"WP2331    ";"Venray                             ";"GM0984    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"1315";"WP3530";"WP3530    ";"Geldermalsen                       ";"GM0236    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"1316";"WP1035";"WP1035    ";"Horst aan de Maas                  ";"GM1507    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"1317";"WP3402";"WP3402    ";"Dongeradeel                        ";"GM0058    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"1318";"WP1695";"WP1695    ";"Eijsden-Margraten                  ";"GM1903    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"1319";"WP2801";"WP2801    ";"Mook en Middelaar                  ";"GM0944    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"1320";"WP1007";"WP1007    ";"Middelburg                         ";"GM0687    ";"Zeeland                  ";"PV29      ";"West-Nederland           ";"LD03      "
"1321";"WP3143";"WP3143    ";"Goeree-Overflakkee                 ";"GM1924    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"1322";"WP1840";"WP1840    ";"Edam-Volendam                      ";"GM0385    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"1323";"WP3450";"WP3450    ";"Loppersum                          ";"GM0024    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"1324";"WP2170";"WP2170    ";"Beemster                           ";"GM0370    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"1325";"WP2434";"WP2434    ";"Hollands Kroon                     ";"GM1911    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"1326";"WP2926";"WP2926    ";"Tynaarlo                           ";"GM1730    ";"Drenthe                  ";"PV22      ";"Noord-Nederland          ";"LD01      "
"1327";"WP2892";"WP2892    ";"Harlingen                          ";"GM0072    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"1328";"WP2619";"WP2619    ";"Terschelling                       ";"GM0093    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"1329";"WP1897";"WP1897    ";"Oldambt                            ";"GM1895    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"1330";"WP2343";"WP2343    ";"Leek                               ";"GM0022    ";"Groningen                ";"PV20      ";"Noord-Nederland          ";"LD01      "
"1331";"WP3152";"WP3152    ";"Medemblik                          ";"GM0420    ";"Noord-Holland            ";"PV27      ";"West-Nederland           ";"LD03      "
"1332";"WP1199";"WP1199    ";"Leeuwarden                         ";"GM0080    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"1333";"WP1127";"WP1127    ";"Geldrop-Mierlo                     ";"GM1771    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"1334";"WP3549";"WP3549    ";"De Ronde Venen                     ";"GM0736    ";"Utrecht                  ";"PV26      ";"West-Nederland           ";"LD03      "
"1335";"WP2383";"WP2383    ";"Binnenmaas                         ";"GM0585    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"1336";"WP2191";"WP2191    ";"Heerenveen                         ";"GM0074    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"1337";"WP2091";"WP2091    ";"Gemert-Bakel                       ";"GM1652    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"1338";"WP1976";"WP1976    ";"Mill en Sint Hubert                ";"GM0815    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"1339";"WP2289";"WP2289    ";"Berg en Dal                        ";"GM1945    ";"Gelderland               ";"PV25      ";"Oost-Nederland           ";"LD02      "
"1340";"WP2479";"WP2479    ";"Gennep                             ";"GM0907    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"1341";"WP3333";"WP3333    ";"Waadhoeke                          ";"GM1949    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"1342";"WP1678";"WP1678    ";"De Fryske Marren                   ";"GM1940    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"1343";"WP3403";"WP3403    ";"Dongeradeel                        ";"GM0058    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
"1344";"WP3054";"WP3054    ";"Loon op Zand                       ";"GM0809    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"1345";"WP1322";"WP1322    ";"Moerdijk                           ";"GM1709    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"1346";"WP2647";"WP2647    ";"Oisterwijk                         ";"GM0824    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"1347";"WP1212";"WP1212    ";"Zuidplas                           ";"GM1892    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"1348";"WP1593";"WP1593    ";"Roosendaal                         ";"GM1674    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"1349";"WP1983";"WP1983    ";"Molenwaard                         ";"GM1927    ";"Zuid-Holland             ";"PV28      ";"West-Nederland           ";"LD03      "
"1350";"WP2802";"WP2802    ";"Mook en Middelaar                  ";"GM0944    ";"Limburg                  ";"PV31      ";"Zuid-Nederland           ";"LD04      "
"1351";"WP2069";"WP2069    ";"Gilze en Rijen                     ";"GM0784    ";"Noord-Brabant            ";"PV30      ";"Zuid-Nederland           ";"LD04      "
"1352";"WP1967";"WP1967    ";"Súdwest-Fryslân                    ";"GM1900    ";"Friesland                ";"PV21      ";"Noord-Nederland          ";"LD01      "
